name,city,country,country_code,iata,icao,x,y,elevation,apid,timezone,dst,tz_id,type,source,ap_uid,ap_name
Kaltag Airport,Kaltag,United States,,KAL,PAKV,-158.7409973,64.31909943,181,6717,-9,A,America/Anchorage,airport,OurAirports,user,"Kaltag Airport (KAL), United States"
Kalymnos Airport,Kalymnos,Greece,,JKL,LGKY,26.9405994415,36.9632987976,771,4192,2,E,Europe/Athens,airport,OurAirports,user,"Kalymnos Airport (JKL), Greece"
Kamarang Airport,Kamarang,Guyana,,KAR,SYKM,-60.614200592041016,5.865340232849121,1601,7350,-4,U,America/Guyana,airport,OurAirports,user,"Kamarang Airport (KAR), Guyana"
Kamembe Airport,Kamembe,Rwanda,,KME,HRZA,28.907899856567383,-2.462239980697632,5192,1166,2,U,Africa/Kigali,airport,OurAirports,,"Kamembe Airport (KME), Rwanda"
Kamilaroi Station Airport,Kamilaroi Station,Australia,,KML,YKML,140.05121,-19.36723,279,15101,10,U,,,,user,"Kamilaroi Station Airport (KML), Australia"
Kamina Base Airport,Kamina Base,Congo (Kinshasa),,KMN,FZSA,25.252899169921875,-8.642020225524902,3543,1041,2,U,Africa/Lubumbashi,airport,OurAirports,,"Kamina Base Airport (KMN), Congo (Kinshasa)"
Kamishly Airport,Kamishly,Syria,,KAC,OSKL,41.19139862060547,37.020599365234375,1480,5953,2,E,Asia/Damascus,airport,OurAirports,user,"Kamishly Airport (KAC), Syria"
Kamloops Airport,Kamloops,Canada,,YKA,CYKA,-120.444000244,50.7022018433,1133,78,-8,A,America/Vancouver,airport,OurAirports,,"Kamloops Airport (YKA), Canada"
Kamphaeng Saen Airport,Nakhon Pathom,Thailand,,KDT,VTBK,99.9171981812,14.1020002365,30,3158,7,U,Asia/Bangkok,airport,OurAirports,,"Nakhon Pathom-Kamphaeng Saen Ai. (KDT), Thailand"
Kampong Chhnang Airport,Kompong Chnang,Cambodia,,KZC,VDKH,104.564002991,12.255200386,56,3033,7,U,Asia/Phnom_Penh,airport,OurAirports,,"Kompong Chnang-Kampong Chhnang. (KZC), Cambodia"
Kamusi Airport,Kamusi,Papua New Guinea,,KUY,,143.122,-7.42035,0,5977,10,U,Pacific/Port_Moresby,airport,User,user,"Kamusi Airport (KUY), Papua New Guinea"
Kananga Airport,Kananga,Congo (Kinshasa),,KGA,FZUA,22.4692001343,-5.90005016327,2139,1042,2,U,Africa/Lubumbashi,airport,OurAirports,,"Kananga Airport (KGA), Congo (Kinshasa)"
Kanas Airport,Burqin,China,,KJI,ZWKN,86.9959,48.2223,3921,8233,8,U,Asia/Shanghai,airport,OurAirports,user,"Burqin-Kanas Airport (KJI), China"
Kandahar Airport,Kandahar,Afghanistan,,KDH,OAKN,65.8478012084961,31.505800247192383,3337,2051,4.5,U,Asia/Kabul,airport,OurAirports,,"Kandahar Airport (KDH), Afghanistan"
Kandi Airport,Kandi,Benin,,KDC,DBBK,2.940381,11.14479,951,12106,1,U,,airport,OurAirports,user,"Kandi Airport (KDC), Benin"
Kandla Airport,Kandla,India,,IXY,VAKE,70.100304,23.1127,96,3011,5.5,N,Asia/Calcutta,airport,OurAirports,,"Kandla Airport (IXY), India"
Kandrian Airport,Kandrian,Papua New Guinea,,KDR,,149.533,-6.183,280,5975,10,U,Pacific/Port_Moresby,airport,User,user,"Kandrian Airport (KDR), Papua New Guinea"
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,United States,,NGF,PHNG,-157.768005371,21.4505004883,24,3835,-10,A,Pacific/Honolulu,airport,OurAirports,,"Kaneohe Bay MCAS (Marion E. (NGF), United States"
Kangaatsiaq Heliport,Kangaatsiaq,Greenland,,QPW,BGKA,-53.4602075815,68.3126574861,17,13356,-3,N,,airport,OurAirports,user,"Kangaatsiaq Heliport (QPW), Greenland"
Kangding Airport,Kangding,China,,KGT,ZUKD,101.734722,30.1575,14042,8921,8,N,Asia/Shanghai,airport,OurAirports,user,"Kangding Airport (KGT), China"
Kangerlussuaq Airport,Sondrestrom,Greenland,,SFJ,BGSF,-50.7116031647,67.0122218992,165,9,-3,E,America/Godthab,airport,OurAirports,,"Sondrestrom-Kangerlussuaq Airp. (SFJ), Greenland"
Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,,XGR,CYLU,-65.9927978515625,58.71139907836914,215,5512,-5,A,America/Toronto,airport,OurAirports,user,"Kangiqsualujjuaq (Georges River). (XGR), Canada"
Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,,YWB,CYKG,-71.929397583,61.5886001587,501,7253,-5,A,America/Toronto,airport,OurAirports,user,"Kangiqsujuaq (Wakeham Bay) Airport (YWB), Canada"
Kangirsuk Airport,Kangirsuk,Canada,,YKG,CYAS,-69.99919891357422,60.027198791503906,403,5481,-5,A,America/Toronto,airport,OurAirports,user,"Kangirsuk Airport (YKG), Canada"
Kangra Airport,Kangra,India,,DHM,VIGG,76.26339721679688,32.16510009765625,2525,6760,5.5,N,Asia/Calcutta,airport,OurAirports,user,"Kangra Airport (DHM), India"
Kankan,Kankan,Guinea,,KNN,GUXD,-9.227499,10.448333,8694,8913,0,U,Africa/Conakry,unknown,User,user,"Kankan (KNN), Guinea"
Kankesanturai Airport,Jaffna,Sri Lanka,,JAF,VCCJ,80.07009887695312,9.792329788208008,33,3029,5.5,U,Asia/Colombo,airport,OurAirports,,"Jaffna-Kankesanturai Airport (JAF), Sri Lanka"
Kannur International Airport,Kannur,India,,CNN,VOKN,75.547211,11.918614,330,13725,,,,airport,OurAirports,,"Kannur International Airport (CNN), India"
Kanpur Airport,Kanpur,India,,KNU,VICX,80.410103,26.404301,410,3090,5.5,N,Asia/Calcutta,airport,OurAirports,,"Kanpur Airport (KNU), India"
Kansai International Airport,Osaka,Japan,,KIX,RJBB,135.24400329589844,34.42729949951172,26,3992,9,U,Asia/Tokyo,airport,OurAirports,user,"Osaka-Kansai International Airport (KIX), Japan"
Kansas City International Airport,Kansas City,United States,,MCI,KMCI,-94.713898,39.2976,1026,3458,-6,A,America/Chicago,airport,OurAirports,,"Kansas City International. (MCI), United States"
Kanti Airport,Khamti,Burma,,KHM,VYKI,95.67440032958984,25.988300323486328,6000,4152,6.5,U,Asia/Rangoon,airport,OurAirports,user,"Khamti-Kanti Airport (KHM), Burma"
Kantishna Airport,Kantishna,United States,,5Z5,,-150.993889,63.541667,1575,13634,-9,A,,,,user,"Kantishna Airport (5Z5), United States"
Kao Airport,Kao,Indonesia,,KAZ,WAMK,127.89600372314453,1.1852799654006958,27,9888,9,N,,airport,OurAirports,user,"Kao Airport (KAZ), Indonesia"
Kaohsiung International Airport,Kaohsiung,Taiwan,,KHH,RCKH,120.3499984741211,22.57710075378418,31,2264,8,U,Asia/Taipei,airport,OurAirports,,"Kaohsiung International Airport (KHH), Taiwan"
Kaolack Airport,Kaolack,Senegal,,KLC,GOOK,-16.051300048828125,14.146900177001953,26,1083,0,N,Africa/Dakar,airport,OurAirports,,"Kaolack Airport (KLC), Senegal"
Kapalua Airport,Lahania-kapalua,United States,,JHM,PHJH,-156.67300415039062,20.962900161743164,256,3796,-10,N,Pacific/Honolulu,airport,OurAirports,,"Lahania-kapalua-Kapalua Ai. (JHM), United States"
Kapuskasing Airport,Kapuskasing,Canada,,YYU,CYYU,-82.46749877929688,49.41389846801758,743,190,-5,A,America/Toronto,airport,OurAirports,,"Kapuskasing Airport (YYU), Canada"
Karakol International Airport,Karakol,Kyrgyzstan,,КПЖ,UCFP,78.407778,42.508056,5590,13565,6,N,,,,user,"Karakol International Airport (КПЖ), Kyrgyzstan"
Karamay Airport,Karamay,China,,KRY,ZWKM,84.9527,45.46655,0,6408,8,U,Asia/Shanghai,airport,OurAirports,user,"Karamay Airport (KRY), China"
Karanambo,Karanambo,Guyana,,KRM,,-59.3097,3.75,295,11655,-4,U,,unknown,User,user,"Karanambo (KRM), Guyana"
Kärdla Airport,Kardla,Estonia,,KDL,EEKA,22.830699920654297,58.99079895019531,18,412,2,E,Europe/Tallinn,airport,OurAirports,,"Kardla-Kärdla Airport (KDL), Estonia"
Kariba International Airport,Kariba,Zimbabwe,,KAB,FVKB,28.885000228881836,-16.519800186157227,1706,1006,2,U,Africa/Harare,airport,OurAirports,,"Kariba International Airport (KAB), Zimbabwe"
Karl Stefan Memorial Airport,Norfolk  Nebraska,United States,,OFK,KOFK,-97.435096740723,41.985500335693,1573,11134,-6,A,,airport,OurAirports,user,"Norfolk  Nebraska-Karl Ste. (OFK), United States"
Karlovy Vary International Airport,Karlovy Vary,Czech Republic,,KLV,LKKV,12.914999961853027,50.202999114990234,1989,1579,1,E,Europe/Prague,airport,OurAirports,,"Karlovy Vary Internationa. (KLV), Czech Republic"
Karlskoga Airport,Karlskoga,Sweden,,KSK,ESKK,14.49590015411377,59.34590148925781,400,697,1,E,Europe/Stockholm,airport,OurAirports,,"Karlskoga Airport (KSK), Sweden"
Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,,FKB,EDSB,8.08049964905,48.7793998718,408,4166,1,E,Europe/Berlin,airport,OurAirports,user,"Karlsruhe/Baden-Baden-Karlsruhe. (FKB), Germany"
Karlstad Airport,Karlstad,Sweden,,KSD,ESOK,13.337400436400001,59.444698333699996,352,5595,1,E,Europe/Stockholm,airport,OurAirports,user,"Karlstad Airport (KSD), Sweden"
Karluk Airport,Karluk,United States,,KYK,PAKY,-154.449996948,57.5671005249,137,7161,-9,A,America/Anchorage,airport,OurAirports,user,"Karluk Airport (KYK), United States"
Karonga Airport,Karonga,Malawi,,KGJ,FWKA,33.893001556396484,-9.953570365905762,1765,1014,2,U,Africa/Blantyre,airport,OurAirports,,"Karonga Airport (KGJ), Malawi"
Karpathos Airport,Karpathos,Greece,,AOK,LGKP,27.145999908447266,35.4213981628418,66,1459,2,E,Europe/Athens,airport,OurAirports,,"Karpathos Airport (AOK), Greece"
Karratha Airport,Karratha,Australia,,KTA,YPKA,116.773002625,-20.712200164799995,29,3345,8,O,Australia/Perth,airport,OurAirports,,"Karratha Airport (KTA), Australia"
Kars Airport,Kars,Turkey,,KSY,LTCF,43.1150016784668,40.562198638916016,5889,5796,3,E,Europe/Istanbul,airport,OurAirports,user,"Kars Airport (KSY), Turkey"
Karshi Khanabad Airport,Khanabad,Uzbekistan,,KSQ,UTSL,65.9215011597,38.8335990906,1365,6153,5,U,Asia/Samarkand,airport,OurAirports,user,"Khanabad-Karshi Khanabad Airp. (KSQ), Uzbekistan"
Karumba Airport,Karumba,Australia,,KRB,YKMB,140.8300018310547,-17.45669937133789,5,6280,10,O,Australia/Brisbane,airport,OurAirports,user,"Karumba Airport (KRB), Australia"
Karup Airport,Karup,Denmark,,KRP,EKKA,9.124629974365234,56.29750061035156,170,612,1,E,Europe/Copenhagen,airport,OurAirports,,"Karup Airport (KRP), Denmark"
Kasaba Bay Airport,Kasaba Bay,Zambia,,ZKB,FLKY,30.663000106811523,-8.524999618530273,2780,7830,2,U,Africa/Lusaka,airport,OurAirports,user,"Kasaba Bay Airport (ZKB), Zambia"
Kasabonika Airport,Kasabonika,Canada,,XKS,CYAQ,-88.6427993774414,53.52470016479492,672,5480,-5,A,America/Toronto,airport,OurAirports,user,"Kasabonika Airport (XKS), Canada"
Kasama Airport,Kasama,Zambia,,KAA,FLKS,31.13330078125,-10.216699600219727,4541,9828,2,N,Africa/Lusaka,airport,OurAirports,user,"Kasama Airport (KAA), Zambia"
Kasane Airport,Kasane,Botswana,,BBK,FBKE,25.162399291992188,-17.83289909362793,3289,879,2,U,Africa/Gaborone,airport,OurAirports,,"Kasane Airport (BBK), Botswana"
Kasese Airport,Kasese,Uganda,,KSE,HUKS,30.100000381469727,0.18299999833106995,3146,13687,3,N,,airport,OurAirports,user,"Kasese Airport (KSE), Uganda"
Kashan Airport,Kashan,Iran,,KKS,OIFK,51.577,33.895302,3465,2120,3.5,E,Asia/Tehran,airport,OurAirports,,"Kashan Airport (KKS), Iran"
Kashechewan Airport,Kashechewan,Canada,,ZKE,CZKE,-81.67780303955078,52.282501220703125,35,5543,-5,A,America/Toronto,airport,OurAirports,user,"Kashechewan Airport (ZKE), Canada"
Kashgar Airport,Kashi,China,,KHG,ZWSH,76.0199966431,39.5429000854,4529,3397,8,U,Asia/Shanghai,airport,OurAirports,,"Kashi-Kashgar Airport (KHG), China"
Kasigluk Airport,Kasigluk,United States,,KUK,PFKA,-162.5240021,60.87440109,48,7094,-9,A,America/Anchorage,airport,OurAirports,user,"Kasigluk Airport (KUK), United States"
Kasiguncu Airport,Poso,Indonesia,,PSJ,WAMP,120.657997131,-1.41674995422,174,3251,8,N,Asia/Makassar,airport,OurAirports,,"Poso-Kasiguncu Airport (PSJ), Indonesia"
Kasompe Airport,Kasompe,Zambia,,CGJ,FLKE,27.893899917603,-12.572799682617,4636,905,2,U,Africa/Lusaka,airport,OurAirports,,"Kasompe Airport (CGJ), Zambia"
Kasonaweja Airstrip,Kasonaweja,Indonesia,,KAS,WZ31,138.0327,-2.3007,88,9867,9,N,Asia/Jayapura,unknown,User,user,"Kasonaweja Airstrip (KAS), Indonesia"
Kasos Airport,Kasos,Greece,,KSJ,LGKS,26.909999847399998,35.4213981628,35,1461,2,E,Europe/Athens,airport,OurAirports,,"Kasos Airport (KSJ), Greece"
Kassala Airport,Kassala,Sudan,,KSL,HSKA,36.328800201416016,15.387499809265137,1671,1170,3,U,Africa/Khartoum,airport,OurAirports,,"Kassala Airport (KSL), Sudan"
Kassel-Calden Airport,Kassel,Germany,,KSF,EDVK,9.384967,51.417273,820,400,1,E,Europe/Berlin,airport,OurAirports,,"Kassel-Calden Airport (KSF), Germany"
Kastamonu Airport,Kastamonu,Turkey,,KFS,LTAL,33.795799255371094,41.31420135498047,3520,9273,3,E,Europe/Istanbul,airport,OurAirports,user,"Kastamonu Airport (KFS), Turkey"
Kastelorizo Airport,Kastelorizo,Greece,,KZS,LGKJ,29.576400756799995,36.1417007446,489,4196,2,E,Europe/Athens,airport,OurAirports,user,"Kastelorizo Airport (KZS), Greece"
Kastoria National Airport,Kastoria,Greece,,KSO,LGKA,21.2821998596,40.4463005066,2167,1453,2,E,Europe/Athens,airport,OurAirports,,"Kastoria National Airport (KSO), Greece"
Kasungu Airport,Kasungu,Malawi,,KBQ,FWKG,33.46860122680664,-13.014599800109863,3470,1015,2,U,Africa/Blantyre,airport,OurAirports,,"Kasungu Airport (KBQ), Malawi"
Katima Mulilo Airport,Mpacha,Namibia,,MPA,FYKM,24.176701,-17.634399,3144,6779,1,S,Africa/Windhoek,airport,OurAirports,user,"Mpacha-Katima Mulilo Airport (MPA), Namibia"
Katowice International Airport,Katowice,Poland,,KTW,EPKT,19.08,50.4743,995,671,1,E,Europe/Warsaw,airport,OurAirports,,"Katowice International Airport (KTW), Poland"
Kauehi Airport,Kauehi,French Polynesia,,KHZ,NTKA,-145.12399291992188,-15.780799865722656,13,13629,-10,N,,airport,OurAirports,user,"Kauehi Airport (KHZ), French Polynesia"
Kaufana Airport,Eua Island,Tonga,,EUA,NFTE,-174.957992554,-21.378299713100002,325,5879,13,U,Pacific/Tongatapu,airport,OurAirports,user,"Eua Island-Kaufana Airport (EUA), Tonga"
Kaufbeuren BF,Kaufbeuren,Germany,,KFX,KAUF,10.6294,47.885,1200,7784,1,E,Europe/Berlin,station,User,user,"Kaufbeuren BF (KFX), Germany"
Kauhajoki Airport,Kauhajoki,Finland,,KHJ,EFKJ,22.3931007385,62.4625015259,407,434,2,E,Europe/Helsinki,airport,OurAirports,,"Kauhajoki Airport (KHJ), Finland"
Kauhava Airport,Kauhava,Finland,,KAU,EFKA,23.051399,63.127102,151,431,2,E,Europe/Helsinki,airport,OurAirports,,"Kauhava Airport (KAU), Finland"
Kaukura Airport,Kaukura Atoll,French Polynesia,,KKR,NTGK,-146.88499450683594,-15.663299560546875,11,1980,-10,U,Pacific/Tahiti,airport,OurAirports,,"Kaukura Atoll-Kaukura A. (KKR), French Polynesia"
Kaunas International Airport,Kaunas,Lithuania,,KUN,EYKA,24.084800720214844,54.96390151977539,256,3956,2,E,Europe/Vilnius,airport,OurAirports,,"Kaunas International Airport (KUN), Lithuania"
Kautokeino Air Base,Kautokeino,Norway,,QKX,ENKA,23.034000396728516,69.04029846191406,1165,10080,1,U,,airport,OurAirports,user,"Kautokeino Air Base (QKX), Norway"
Kavalerovo Airport,Kavalerovo,Russia,,KVR,UHWK,135.029,44.2726,730,9042,10,N,Asia/Vladivostok,airport,OurAirports,user,"Kavalerovo Airport (KVR), Russia"
Kavieng Airport,Kavieng,Papua New Guinea,,KVG,AYKV,150.807998657,-2.57940006256,7,5428,10,U,Pacific/Port_Moresby,airport,OurAirports,user,"Kavieng Airport (KVG), Papua New Guinea"
Kawama Airport,Kawama,Cuba,,VRO,MUKW,-81.3015975952,23.1240005493,16,8890,-5,U,America/Havana,airport,OurAirports,user,"Kawama Airport (VRO), Cuba"
Kawthoung Airport,Kawthoung,Burma,,KAW,VYKT,98.53800201416016,10.049300193786621,180,6198,6.5,U,Asia/Rangoon,airport,OurAirports,user,"Kawthoung Airport (KAW), Burma"
Kayes Dag Dag Airport,Kayes,Mali,,KYS,GAKY,-11.404399871826172,14.481200218200684,164,1046,0,N,Africa/Bamako,airport,OurAirports,,"Kayes Dag Dag Airport (KYS), Mali"
Kayseri Erkilet Airport,Kayseri,Turkey,,ASR,LTAU,35.4953994751,38.770401001,3463,1696,3,E,Europe/Istanbul,airport,OurAirports,,"Kayseri Erkilet Airport (ASR), Turkey"
Kazan International Airport,Kazan,Russia,,KZN,UWKD,49.278701782227,55.606201171875,411,2990,3,N,Europe/Moscow,airport,OurAirports,,"Kazan International Airport (KZN), Russia"
Kazi Nazrul Islam Airport,Durgapur,India,,RDP,VEDG,87.243,23.6225,300,11998,,,,airport,OurAirports,,"Durgapur-Kazi Nazrul Islam Airport (RDP), India"
KBWD,Brownwood,United States,,BWD,,-98.9565,31.7936111,1387,7007,-6,A,America/Chicago,unknown,User,user,"Brownwood-KBWD (BWD), United States"
Kearney Municipal Airport,Kearney,United States,,EAR,EAR,-99.0068,40.727,2131,6129,-6,A,America/Chicago,airport,User,user,"Kearney Municipal Airport (EAR), United States"
Kédougou Airport,Kedougou,Senegal,,KGG,GOTK,-12.22029972076416,12.57229995727539,584,1087,0,N,Africa/Dakar,airport,OurAirports,,"Kedougou-Kédougou Airport (KGG), Senegal"
Keesler Air Force Base,Biloxi,United States,,BIX,KBIX,-88.92440032959999,30.4104003906,33,3538,-6,A,America/Chicago,airport,OurAirports,,"Biloxi-Keesler Air Force B. (BIX), United States"
Keetmanshoop Airport,Keetmanshoop,Namibia,,KMP,FYKT,18.111400604248047,-26.5398006439209,3506,8918,1,U,Africa/Windhoek,airport,OurAirports,user,"Keetmanshoop Airport (KMP), Namibia"
Keewaywin Airport,Keewaywin,Canada,,KEW,CPV8,-92.8364028931,52.991100311299995,988,8355,-6,A,America/Winnipeg,airport,OurAirports,user,"Keewaywin Airport (KEW), Canada"
Kefallinia Airport,Keffallinia,Greece,,EFL,LGKF,20.500499725341797,38.12009811401367,59,1455,2,E,Europe/Athens,airport,OurAirports,,"Keffallinia-Kefallinia Airport (EFL), Greece"
Keflavik International Airport,Keflavik,Iceland,,KEF,BIKF,-22.605600357056,63.985000610352,171,16,0,N,Atlantic/Reykjavik,airport,OurAirports,,"Keflavik International Airport (KEF), Iceland"
Kegaska Airport,Kegaska,Canada,,ZKG,CTK6,-61.265800476100004,50.1958007812,32,8217,-4,A,America/Blanc-Sablon,airport,OurAirports,user,"Kegaska Airport (ZKG), Canada"
Kelani River-Peliyagoda Waterdrome,Colombo,Sri Lanka,,KEZ,,79.88197231301456,6.967463700288899,28,9203,5.5,N,Asia/Colombo,unknown,User,user,"Colombo-Kelani River-Peliyagod. (KEZ), Sri Lanka"
Kelowna International Airport,Kelowna,Canada,,YLW,CYLW,-119.377998352,49.9561004639,1421,87,-8,A,America/Vancouver,airport,OurAirports,,"Kelowna International Airport (YLW), Canada"
Kelsey Airport,Kelsey,Canada,,KES,CZEE,-96.50969696039999,56.0374984741,600,11775,,,,airport,OurAirports,,"Kelsey Airport (KES), Canada"
Kemayoran Airport,Jakarta,Indonesia,,JKT,WIID,106.85,-6.147222,12,12070,7,N,,,,user,"Jakarta-Kemayoran Airport (JKT), Indonesia"
Kemerovo Airport,Kemorovo,Russia,,KEJ,UNEE,86.1072006225586,55.27009963989258,863,2957,7,N,Asia/Krasnoyarsk,airport,OurAirports,,"Kemorovo-Kemerovo Airport (KEJ), Russia"
Kemi-Tornio Airport,Kemi,Finland,,KEM,EFKE,24.582099914551,65.778701782227,61,432,2,E,Europe/Helsinki,airport,OurAirports,,"Kemi-Tornio Airport (KEM), Finland"
Kempegowda International Airport,Bangalore,India,,BLR,VOBL,77.706299,13.1979,3000,3131,5.5,N,Asia/Calcutta,airport,OurAirports,,"Bangalore-Kempegowda International. (BLR), India"
Kempsey Airport,,Australia,,KPS,YKMP,152.77000427246094,-31.074399948120117,54,12029,,,,airport,OurAirports,,"Kempsey Airport (KPS), Australia"
Ken Jones Airport,Port Antonio,Jamaica,,POT,MKKJ,-76.53450012210001,18.1987991333,20,1781,-5,U,America/Jamaica,airport,OurAirports,,"Port Antonio-Ken Jones Airport (POT), Jamaica"
Kenai Municipal Airport,Kenai,United States,,ENA,PAEN,-151.2449951171875,60.57310104370117,99,3628,-9,A,America/Anchorage,airport,OurAirports,,"Kenai Municipal Airport (ENA), United States"
Kendall-Tamiami Executive Airport,Kendall-tamiami,United States,,TMB,KTMB,-80.432800293,25.6478996277,8,3869,-5,A,America/New_York,airport,OurAirports,,"Kendall-Tamiami Executive. (TMB), United States"
Kenema Airport,Kenema,Sierra Leone,,KEN,GFKE,-11.176600456237793,7.891290187835693,485,5664,0,N,Africa/Freetown,airport,OurAirports,user,"Kenema Airport (KEN), Sierra Leone"
Kengtung Airport,Kengtung,Burma,,KET,VYKG,99.63600158691406,21.301599502563477,2798,3215,6.5,U,Asia/Rangoon,airport,OurAirports,,"Kengtung Airport (KET), Burma"
Kenitra Airport,Kentira,Morocco,,NNA,GMMY,-6.595880031585693,34.29890060424805,16,1076,0,N,Africa/Casablanca,airport,OurAirports,,"Kentira-Kenitra Airport (NNA), Morocco"
Kenmore Air Harbor Inc Seaplane Base,Kenmore,United States,,KEH,,-122.259,47.7548,14,7028,-8,A,America/Los_Angeles,airport,User,user,"Kenmore Air Harbor Inc Sea. (KEH), United States"
Kenmore Air Harbor Seaplane Base,Seattle,United States,,LKE,KW55,-122.339,47.629,14,6457,-8,A,America/Los_Angeles,airport,User,user,"Seattle-Kenmore Air Harbor. (LKE), United States"
Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,,LUN,FLLS,28.4526004791,-15.3308000565,3779,907,2,U,Africa/Lusaka,airport,OurAirports,,"Lusaka-Kenneth Kaunda Internation. (LUN), Zambia"
Kenora Airport,Kenora,Canada,,YQK,CYQK,-94.36309814453125,49.788299560546875,1332,115,-6,A,America/Winnipeg,airport,OurAirports,,"Kenora Airport (YQK), Canada"
Kenosha Regional Airport,Kenosha,United States,,ENW,KENW,-87.92780304,42.59569931,742,6878,-6,A,America/Chicago,airport,OurAirports,user,"Kenosha Regional Airport (ENW), United States"
Kent,Chatham,Canada,,XCM,CNZ3,-82.081667,42.306111,645,9246,-5,A,America/Toronto,unknown,User,user,"Chatham-Kent (XCM), Canada"
Kent International Airport,Manston,United Kingdom,,MSE,EGMH,1.34611,51.342201,178,510,0,E,Europe/London,airport,OurAirports,,"Manston-Kent Internationa. (MSE), United Kingdom"
Kent State Airport,Kent,United States,,1G3,,-81.4151111,41.1513889,1134,8705,-5,A,America/New_York,airport,User,user,"Kent State Airport (1G3), United States"
Kenyam Airport,Keneyan,Indonesia,,KNY,WZ41,138.384296,-4.599362,435,9900,9,N,,airport,User,user,"Keneyan-Kenyam Airport (KNY), Indonesia"
