name,city,country,country_code,iata,icao,x,y,elevation,apid,timezone,dst,tz_id,type,source,ap_uid,ap_name
Glengyle,Glengyle,Australia,,GLG,,139.6,-24.803,91,11667,10,U,,unknown,User,user,"Glengyle (GLG), Australia"
Glentanner Airport,Glentanner,New Zealand,,GTN,NZGT,170.1280059814453,-43.906700134277344,1824,2013,12,Z,Pacific/Auckland,airport,OurAirports,,"Glentanner Airport (GTN), New Zealand"
Gloucestershire Airport,Golouchestershire,United Kingdom,,GLO,EGBJ,-2.167220115661621,51.89419937133789,101,472,0,E,Europe/London,airport,OurAirports,,"Golouchestershire-Glouces. (GLO), United Kingdom"
Gobernador Castello Airport,Viedma,Argentina,,VDM,SAVV,-63.0004,-40.8692,20,2491,-3,N,America/Argentina/Salta,airport,OurAirports,,"Viedma-Gobernador Castello Air. (VDM), Argentina"
Gobernador Gregores Airport,Gobernador Gregores,Argentina,,GGS,SAWR,-70.150002,-48.7831,356,6031,-3,N,America/Argentina/Rio_Gallegos,airport,OurAirports,user,"Gobernador Gregores Airport (GGS), Argentina"
Gobernador Horacio Guzman International Airport,Jujuy,Argentina,,JUJ,SASJ,-65.097801,-24.392799,3019,2477,-3,N,America/Jujuy,airport,OurAirports,,"Jujuy-Gobernador Horacio Guzma. (JUJ), Argentina"
Gode Airport,Gode,Ethiopia,,GDE,HAGO,43.5786018372,5.93513011932,834,5680,3,U,Africa/Addis_Ababa,airport,OurAirports,user,"Gode Airport (GDE), Ethiopia"
Godman Army Air Field,Fort Knox,United States,,FTK,KFTK,-85.9720993042,37.907100677500004,756,3706,-5,A,America/New_York,airport,OurAirports,,"Fort Knox-Godman Army Air. (FTK), United States"
Godofredo P. Ramos Airport,Caticlan,Philippines,,MPH,RPVE,121.954002,11.9245,7,2426,8,N,Asia/Manila,airport,OurAirports,,"Caticlan-Godofredo P. Ramos. (MPH), Philippines"
Gods Lake Narrows Airport,Gods Lake Narrows,Canada,,YGO,CYGO,-94.49140167236328,54.55889892578125,617,5494,-6,A,America/Winnipeg,airport,OurAirports,user,"Gods Lake Narrows Airport (YGO), Canada"
Gods River Airport,Gods River,Canada,,ZGI,CZGI,-94.07859802246094,54.839698791503906,627,5541,-6,A,America/Winnipeg,airport,OurAirports,user,"Gods River Airport (ZGI), Canada"
Godthaab / Nuuk Airport,Godthaab,Greenland,,GOH,BGGH,-51.6781005859,64.19090271,283,8,-3,E,America/Godthab,airport,OurAirports,,"Godthaab / Nuuk Airport (GOH), Greenland"
Gogebic Iron County Airport,Ironwood,United States,,IWD,,-90.1313967,46.5274747,1230,6851,-6,U,America/Chicago,airport,User,user,"Ironwood-Gogebic Iron Coun. (IWD), United States"
Gold Coast Airport,Coolangatta,Australia,,OOL,YBCG,153.505004883,-28.1644001007,21,3321,10,N,Australia/Brisbane,airport,OurAirports,,"Coolangatta-Gold Coast Airport (OOL), Australia"
Golden Triangle Regional Airport,Columbus Mississippi,United States,,GTR,KGTR,-88.5914001465,33.450298309299995,264,4273,-6,A,America/Chicago,airport,OurAirports,user,"Columbus Mississippi-Golde. (GTR), United States"
Golfito Airport,Golfito,Costa Rica,,GLF,MRGF,-83.18219757080078,8.654009819030762,49,1879,-6,U,America/Costa_Rica,airport,OurAirports,,"Golfito Airport (GLF), Costa Rica"
Golfo de Morrosquillo Airport,Tolu,Colombia,,TLU,SKTL,-75.5854,9.50945,16,7363,-5,U,America/Bogota,airport,OurAirports,user,"Tolu-Golfo de Morrosquillo Airp. (TLU), Colombia"
Golmud Airport,Golmud,China,,GOQ,ZLGM,94.786102,36.4006,9334,6363,8,U,Asia/Shanghai,airport,OurAirports,user,"Golmud Airport (GOQ), China"
Golog Maqin Airport,Golog,China,,GMQ,ZLGL,100.301144,34.418066,12426,13483,8,N,,airport,OurAirports,user,"Golog Maqin Airport (GMQ), China"
Goloson International Airport,La Ceiba,Honduras,,LCE,MHLC,-86.852997,15.7425,39,1771,-6,U,America/Tegucigalpa,airport,OurAirports,,"La Ceiba-Goloson International. (LCE), Honduras"
Golovin Airport,Golovin,United States,,GLV,PAGL,-163.007003784,64.5504989624,59,7185,-9,A,America/Anchorage,airport,OurAirports,user,"Golovin Airport (GLV), United States"
Goma International Airport,Goma,Congo (Kinshasa),,GOM,FZNA,29.238500595092773,-1.6708099842071533,5089,1036,2,U,Africa/Kigali,airport,OurAirports,,"Goma International Airp. (GOM), Congo (Kinshasa)"
Gombe Lawanti International Airport,Gombe,Nigeria,,GMO,DNGO,10.896388888899999,10.298333333299999,1590,13456,1,N,,airport,OurAirports,user,"Gombe Lawanti International Airp. (GMO), Nigeria"
Gomel Airport,Gomel,Belarus,,GME,UMGG,31.016700744628906,52.527000427246094,472,2950,3,E,Europe/Minsk,airport,OurAirports,,"Gomel Airport (GME), Belarus"
Gomez Nino Apiay Air Base,Apiay,Colombia,,API,SKAP,-73.5627,4.07607,1207,11938,,,,airport,OurAirports,,"Apiay-Gomez Nino Apiay Air Base (API), Colombia"
Gonder Airport,Gondar,Ethiopia,,GDQ,HAGN,37.433998107910156,12.51990032196045,6449,1114,3,U,Africa/Addis_Ababa,airport,OurAirports,,"Gondar-Gonder Airport (GDQ), Ethiopia"
Goodnews Airport,Goodnews Bay,United States,,GNU,,-161.5775,59.1175,15,8202,-9,A,America/Anchorage,airport,User,user,"Goodnews Bay-Goodnews Airp. (GNU), United States"
Goondiwindi Airport,Goondiwindi,Australia,,GOO,YGDI,150.32000732421875,-28.521400451660156,714,12618,10,O,,airport,OurAirports,user,"Goondiwindi Airport (GOO), Australia"
Goose Bay Airport,Goose Bay,Canada,,YYR,CYYR,-60.4258003235,53.3191986084,160,188,-4,A,America/Halifax,airport,OurAirports,,"Goose Bay Airport (YYR), Canada"
Gorakhpur Airport,Gorakhpur,India,,GOP,VEGK,83.4496994019,26.739700317399997,259,6741,5.5,N,Asia/Calcutta,airport,OurAirports,user,"Gorakhpur Airport (GOP), India"
Gore Airport,Gore,Ethiopia,,GOR,HAGR,35.5529,8.1614,6580,5681,3,U,Africa/Addis_Ababa,airport,OurAirports,user,"Gore Airport (GOR), Ethiopia"
Gore Bay Manitoulin Airport,Gore Bay,Canada,,YZE,CYZE,-82.56780242919922,45.88529968261719,635,195,-5,A,America/Toronto,airport,OurAirports,,"Gore Bay Manitoulin Airport (YZE), Canada"
Gorgan Airport,Gorgan,Iran,,GBT,OING,54.4012985229,36.909400939899996,-24,6747,3.5,E,Asia/Tehran,airport,OurAirports,user,"Gorgan Airport (GBT), Iran"
Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,,GOZ,LBGO,25.712900161743164,43.15140151977539,285,1192,2,E,Europe/Sofia,airport,OurAirports,,"Gorna Orechovica-Gorna Oryahovi. (GOZ), Bulgaria"
Gorno-Altaysk Airport,Gorno-Altaysk,Russia,,RGK,UNBG,85.8332977295,51.9667015076,965,8740,7,N,Asia/Krasnoyarsk,airport,OurAirports,user,"Gorno-Altaysk Airport (RGK), Russia"
Goroka Airport,Goroka,Papua New Guinea,,GKA,AYGA,145.391998291,-6.081689834590001,5282,1,10,U,Pacific/Port_Moresby,airport,OurAirports,,"Goroka Airport (GKA), Papua New Guinea"
Gostomel Airport,Kiev,Ukraine,,GML,UKKM,30.1919002532959,50.60350036621094,517,8000,2,E,Europe/Kiev,airport,OurAirports,user,"Kiev-Gostomel Airport (GML), Ukraine"
Gothenburg City Airport,Gothenborg,Sweden,,GSE,ESGP,11.8704,57.7747,59,691,1,E,Europe/Stockholm,airport,OurAirports,,"Gothenborg-Gothenburg City Airport (GSE), Sweden"
Gothenburg-Landvetter Airport,Gothenborg,Sweden,,GOT,ESGG,12.279800415039,57.662799835205,506,687,1,E,Europe/Stockholm,airport,OurAirports,,"Gothenborg-Gothenburg-Landvetter. (GOT), Sweden"
Gottingen Railway Station,Gottingen,Germany,,ZEU,,9.926944,51.536667,485,11379,1,E,,station,User,user,"Gottingen Railway Station (ZEU), Germany"
Goulburn Airport,Goulburn,Australia,,GUL,YGLB,149.7259979248047,-34.810298919677734,2141,6805,10,O,Australia/Sydney,airport,OurAirports,user,"Goulburn Airport (GUL), Australia"
Goulimime Airport,Goulimime,Morocco,,GLN,,-10.0502996,29.0266991,984,9823,0,E,Africa/Casablanca,airport,User,user,"Goulimime Airport (GLN), Morocco"
Gounda Airport,Gounda,Central African Republic,,GDA,,21.197222,9.272222,1509,4210,1,N,Africa/Bangui,airport,User,user,"Gounda Airport (GDA), Central African Republic"
Gov Joao Durval Carneiro Airport,Feira de Santana,Brazil,,FEC,SBFE,-38.906667,-12.203056,768,10791,-3,U,,airport,User,user,"Feira de Santana-Gov Joao Durval. (FEC), Brazil"
Gove Airport,Gove,Australia,,GOV,YPGV,136.817993164,-12.269399642899998,192,6316,9.5,O,Australia/Darwin,airport,OurAirports,user,"Gove Airport (GOV), Australia"
Governador Aluízio Alves International Airport,Natal,Brazil,,NAT,SBSG,-35.376111,-5.768056,272,2597,-3,S,America/Fortaleza,airport,OurAirports,,"Natal-Governador Aluízio Alves I. (NAT), Brazil"
Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,,PVH,SBPV,-63.90230178833008,-8.70928955078125,290,2607,-4,S,America/Boa_Vista,airport,OurAirports,,"Porto Velho-Governador Jorge Teix. (PVH), Brazil"
Governador José Richa Airport,Londrina,Brazil,,LDB,SBLO,-51.1301002502,-23.333599090599996,1867,2581,-3,S,America/Sao_Paulo,airport,OurAirports,,"Londrina-Governador José Richa A. (LDB), Brazil"
Governor's Harbour Airport,Governor's Harbor,Bahamas,,GHB,MYEM,-76.3310012817,25.2847003937,26,1944,-5,U,America/Nassau,airport,OurAirports,,"Governor's Harbor-Governor's Har. (GHB), Bahamas"
Goya Airport,Goya,Argentina,,OYA,SATG,-59.2189,-29.1058,128,2482,-3,N,America/Cordoba,airport,OurAirports,,"Goya Airport (OYA), Argentina"
Grabtsevo Airport,Kaluga,Russia,,KLF,UUBC,36.3666687012,54.5499992371,656,8482,3,N,Europe/Moscow,airport,OurAirports,user,"Kaluga-Grabtsevo Airport (KLF), Russia"
Graciosa Airport,Graciosa Island,Portugal,,GRW,LPGR,-28.029800415039062,39.092201232910156,86,1627,-1,E,Atlantic/Azores,airport,OurAirports,,"Graciosa Island-Graciosa Airport (GRW), Portugal"
Grafton Airport,Grafton,Australia,,GFN,YGFN,153.02999877929688,-29.7593994140625,110,6792,10,U,Australia/Sydney,airport,OurAirports,user,"Grafton Airport (GFN), Australia"
Gral. Bernardo O´Higgins Airport,Chillan,Chile,,YAI,SCCH,-72.03140258789062,-36.58250045776367,495,2646,-4,S,America/Santiago,airport,OurAirports,,"Chillan-Gral. Bernardo O´Higgins. (YAI), Chile"
Gran Canaria Airport,Gran Canaria,Spain,,LPA,GCLP,-15.38659954071045,27.931900024414062,78,1054,0,E,Atlantic/Canary,airport,OurAirports,,"Gran Canaria Airport (LPA), Spain"
Grand Bahama International Airport,Freeport,Bahamas,,FPO,MYGF,-78.695602417,26.5587005615,7,1948,-5,U,America/Nassau,airport,OurAirports,,"Freeport-Grand Bahama Internatio. (FPO), Bahamas"
Grand Cache,Grand Cache,Canada,,YGC,,-118.874167,53.916944,4112,10150,-7,A,,unknown,User,user,"Grand Cache (YGC), Canada"
Grand Canyon Heliport,Grand Canyon,United States,,JGC,,-112.13333333,35.96666666,2500,7057,-7,A,America/Phoenix,airport,User,user,"Grand Canyon Heliport (JGC), United States"
Grand Canyon National Park Airport,Grand Canyon,United States,,GCN,KGCN,-112.14700317382812,35.95240020751953,6609,4219,-7,N,America/Phoenix,airport,OurAirports,user,"Grand Canyon National Park. (GCN), United States"
Grand Canyon West Airport,Grand Canyon West,United States,,GCW,,-113.4859,35.5925,4825,6448,-7,U,America/Phoenix,airport,User,user,"Grand Canyon West Airport (GCW), United States"
Grand Canyon West Airport,Peach Springs,United States,,1G4,,-113.815674,35.899904,4813,9316,-7,A,America/Phoenix,airport,User,user,"Peach Springs-Grand Canyon. (1G4), United States"
Grand Central Airport,Johannesburg,South Africa,,GCJ,FAGC,28.1401004791,-25.986299514799995,5325,803,2,U,Africa/Johannesburg,airport,OurAirports,,"Johannesburg-Grand Central. (GCJ), South Africa"
Grand Forks Air Force Base,Red River,United States,,RDR,KRDR,-97.4011993408,47.961101532,913,3565,-6,A,America/Chicago,airport,OurAirports,,"Red River-Grand Forks Air. (RDR), United States"
Grand Forks Airport,Grand Forks,Canada,,ZGF,CZGF,-118.43099975585938,49.01559829711914,1720,11777,,,,airport,OurAirports,,"Grand Forks Airport (ZGF), Canada"
Grand Forks International Airport,Grand Forks,United States,,GFK,KGFK,-97.176102,47.949299,845,3442,-6,A,America/Chicago,airport,OurAirports,,"Grand Forks International. (GFK), United States"
Grand Geneva Resort Airport,Lake Geneva,United States,,C02,,-88.3895833,42.6149167,835,6875,-6,U,America/Chicago,airport,User,user,"Lake Geneva-Grand Geneva R. (C02), United States"
Grand Haven Memorial Airpark,Grand Haven,United States,,3GM,,-86.197867,43.03444,603,14777,-4,A,,,,user,"Grand Haven Memorial Airpa. (3GM), United States"
Grand Junction Regional Airport,Grand Junction,United States,,GJT,KGJT,-108.527000427,39.1223983765,4858,4063,-7,A,America/Denver,airport,OurAirports,user,"Grand Junction Regional Ai. (GJT), United States"
Grand Marais Cook County Airport,Grand Marais,United States,,GRM,KCKC,-90.38289642330001,47.8382987976,1799,6849,-6,U,America/Chicago,airport,OurAirports,user,"Grand Marais Cook County A. (GRM), United States"
Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,,GPZ,KGPZ,-93.50980377,47.21110153,1355,7017,-6,A,America/Chicago,airport,OurAirports,user,"Grand Rapids MN-Grand Rapi. (GPZ), United States"
Grand Strand Airport,North Myrtle Beach,United States,,CRE,KCRE,-78.72389984130001,33.8116989136,32,8604,-5,A,America/New_York,airport,OurAirports,user,"North Myrtle Beach-Grand S. (CRE), United States"
Grand-Santi Airport,Grand-Santi,French Guiana,,GSI,SOGS,-54.373056,4.285833,207,8228,-3,S,America/Cayenne,airport,OurAirports,user,"Grand-Santi Airport (GSI), French Guiana"
Grande Prairie Airport,Grande Prairie,Canada,,YQU,CYQU,-118.885002136,55.1796989441,2195,122,-7,A,America/Edmonton,airport,OurAirports,,"Grande Prairie Airport (YQU), Canada"
Grant Airpark Olancha Airstrip,Olancha,United States,,O99,1490,-117.99711,36.25609,4000,15139,-7,A,,,,user,"Olancha-Grant Airpark Olan. (O99), United States"
Grant County Airport,Petersburg,United States,,W99,,-79.1458611,38.9949444,963,13125,-4,A,,,,user,"Petersburg-Grant County Ai. (W99), United States"
Grant County Airport,Silver City,United States,,SVC,SVC,-108.156,32.6365,5446,6135,-7,A,America/Denver,airport,User,user,"Silver City-Grant County A. (SVC), United States"
Grant County International Airport,Grant County Airport,United States,,MWH,KMWH,-119.3199997,47.20769882,1189,3605,-8,A,America/Los_Angeles,airport,OurAirports,,"Grant County Airport-Grant. (MWH), United States"
Grants-Milan Municipal Airport,Grants,United States,,GNT,KGNT,-107.902000427,35.167301178,6537,3439,-7,A,America/Denver,airport,OurAirports,,"Grants-Milan Municipal Air. (GNT), United States"
Granville Airport,Granville,France,,GFR,LFRF,-1.564170002937317,48.88309860229492,45,1407,1,E,Europe/Paris,airport,OurAirports,,"Granville Airport (GFR), France"
Gratiot Community Airport,Kamloops,Canada,,AMN,KAMN,-84.68800354,43.322101593,754,9937,-7,A,,airport,OurAirports,user,"Kamloops-Gratiot Community Airport (AMN), Canada"
Gray Army Air Field,Fort Lewis,United States,,GRF,KGRF,-122.5810013,47.07920074,300,3530,-8,A,America/Los_Angeles,airport,OurAirports,,"Fort Lewis-Gray Army Air F. (GRF), United States"
Grayling Airport,Grayling,United States,,KGX,,-160.065,62.894444,99,7219,-9,A,America/Anchorage,airport,User,user,"Grayling Airport (KGX), United States"
Graz Airport,Graz,Austria,,GRZ,LOWG,15.439599990844727,46.9911003112793,1115,1609,1,E,Europe/Vienna,airport,OurAirports,,"Graz Airport (GRZ), Austria"
Great Barrier Aerodrome,Claris,New Zealand,,GBZ,NZGB,175.4720001220703,-36.24140167236328,20,6834,12,Z,Pacific/Auckland,airport,OurAirports,user,"Claris-Great Barrier Aerodro. (GBZ), New Zealand"
Great Bend Municipal Airport,Great Bend,United States,,GBD,KGBD,-98.8591995239,38.3442993164,1887,7013,-6,A,America/Chicago,airport,OurAirports,user,"Great Bend Municipal Airpo. (GBD), United States"
Great Falls International Airport,Great Falls,United States,,GTF,KGTF,-111.3710022,47.48199844,3680,3880,-7,A,America/Denver,airport,OurAirports,,"Great Falls International. (GTF), United States"
Great Harbour Cay Airport,Bullocks Harbour,Bahamas,,GHC,MYBG,-77.840103,25.7383,18,1936,-5,U,America/Nassau,airport,OurAirports,,"Bullocks Harbour-Great Harbour C. (GHC), Bahamas"
Great Keppel Is Airport,Great Keppel Island,Australia,,GKL,YGKL,150.942001343,-23.1833000183,21,8820,10,U,Australia/Brisbane,airport,OurAirports,user,"Great Keppel Island-Great Kepp. (GKL), Australia"
Greater Binghamton/Edwin A Link field,Binghamton,United States,,BGM,KBGM,-75.97979736,42.20869827,1636,4129,-5,A,America/New_York,airport,OurAirports,user,"Binghamton-Greater Bingham. (BGM), United States"
Greater Cumberland Regional Airport,Cumberland,United States,,CBE,KCBE,-78.7609024048,39.615398407,775,8474,-5,A,America/New_York,airport,OurAirports,user,"Cumberland-Greater Cumberl. (CBE), United States"
Greater Kankakee Airport,Kankakee,United States,,IKK,KIKK,-87.8462982178,41.07139968869999,630,3639,-6,A,America/Chicago,airport,OurAirports,,"Kankakee-Greater Kankakee. (IKK), United States"
Greater Moncton International Airport,Moncton,Canada,,YQM,CYQM,-64.67859649658203,46.11220169067383,232,117,-4,A,America/Halifax,airport,OurAirports,,"Moncton-Greater Moncton Internati. (YQM), Canada"
Greater Portsmouth Regional Airport,Portsmouth,United States,,PMH,KPMH,-82.84729766850002,38.8404998779,663,13271,-5,A,,airport,OurAirports,user,"Portsmouth-Greater Portsmo. (PMH), United States"
Greater Rochester International Airport,Rochester,United States,,ROC,KROC,-77.67240142822266,43.118900299072266,559,3622,-5,A,America/New_York,airport,OurAirports,,"Rochester-Greater Rocheste. (ROC), United States"
Greeley–Weld County Airport,Greeley,United States,,GXY,KGXY,-104.633003235,40.4374008179,4697,11098,-7,A,,airport,OurAirports,user,"Greeley–Weld County Airp. (GXY), United States"
Greenbrier Valley Airport,Lewisburg,United States,,LWB,KLWB,-80.3994979858,37.8582992554,2302,6958,-5,U,America/New_York,airport,OurAirports,user,"Lewisburg-Greenbrier Valle. (LWB), United States"
Greenville Downtown Airport,Greenville,United States,,GMU,KGMU,-82.34999847410002,34.847900390599996,1048,11005,-4,A,,airport,OurAirports,user,"Greenville Downtown Airport (GMU), United States"
Greenville Municipal Airport,Greenville,United States,,6D6,,-85.2538611,43.1421389,854,14782,-4,A,,,,user,"Greenville Municipal Airpo. (6D6), United States"
Greenville Spartanburg International Airport,Greenville,United States,,GSP,KGSP,-82.2189025879,34.8956985474,964,4034,-5,A,America/New_York,airport,OurAirports,user,"Greenville Spartanburg Int. (GSP), United States"
Greenwood–Leflore Airport,Greenwood,United States,,GWO,KGWO,-90.0847015381,33.4943008423,162,3588,-6,A,America/Chicago,airport,OurAirports,,"Greenwood–Leflore Airport (GWO), United States"
Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,,POP,MDPP,-70.56999969482422,19.75790023803711,15,1761,-4,U,America/Santo_Domingo,airport,OurAirports,,"Puerto Plata-Gregorio. (POP), Dominican Republic"
Gregory Downs Airport,Gregory Downs,Australia,,GGD,YGDS,139.23336,-18.62768,170,15104,10,U,,,,user,"Gregory Downs Airport (GGD), Australia"
Grenchen Airport,Grenchen,Switzerland,,ZHI,LSZG,7.41719,47.181599,1411,1677,1,E,Europe/Zurich,airport,OurAirports,,"Grenchen Airport (ZHI), Switzerland"
Grenoble-Isère Airport,Grenoble,France,,GNB,LFLS,5.329370021820068,45.36289978027344,1302,1340,1,E,Europe/Paris,airport,OurAirports,,"Grenoble-Isère Airport (GNB), France"
Griffin-Spalding County Airport,Griffin,United States,,6A2,,-84.2749444,33.2269722,958,8369,-5,A,America/New_York,airport,User,user,"Griffin-Spalding County Ai. (6A2), United States"
Griffing Sandusky Airport,Sandusky,United States,,SKY,KSKY,-82.6522979736,41.4333992004,580,3821,-5,A,America/New_York,airport,OurAirports,,"Sandusky-Griffing Sandusky. (SKY), United States"
Griffiss International Airport,Rome,United States,,RME,KRME,-75.40699768,43.23379898,504,3450,-5,A,America/New_York,airport,OurAirports,,"Rome-Griffiss Internationa. (RME), United States"
Griffith Airport,Griffith,Australia,,GFF,YGTH,146.067001343,-34.2508010864,439,6271,10,O,Australia/Sydney,airport,OurAirports,user,"Griffith Airport (GFF), Australia"
Grímsey Airport,Grímsey,Iceland,,GRY,BIGR,-18.0173,66.5458,66,5450,0,N,Atlantic/Reykjavik,airport,OurAirports,user,"Grímsey Airport (GRY), Iceland"
Grise Fiord Airport,Grise Fiord,Canada,,YGZ,CYGZ,-82.90920257570001,76.4261016846,146,5498,-5,A,America/Toronto,airport,OurAirports,user,"Grise Fiord Airport (YGZ), Canada"
Grissom Air Reserve Base,Peru,United States,,GUS,KGUS,-86.1520996094,40.648101806599996,812,3871,-5,A,America/New_York,airport,OurAirports,,"Peru-Grissom Air Reserve B. (GUS), United States"
Groennedal Heliport,Groennedal,Greenland,,JGR,,-48.1,61.2333,0,5666,-3,E,America/Godthab,airport,User,user,"Groennedal Heliport (JGR), Greenland"
Groote Eylandt Airport,Groote Eylandt,Australia,,GTE,YGTE,136.460006714,-13.975000381500001,53,6270,9.5,O,Australia/Darwin,airport,OurAirports,user,"Groote Eylandt Airport (GTE), Australia"
Grootfontein Airport,Grootfontein,Namibia,,GFY,FYGF,18.122699737548828,-19.60219955444336,4636,7633,1,S,Africa/Windhoek,airport,OurAirports,user,"Grootfontein Airport (GFY), Namibia"
Grosseto Air Base,Grosseto,Italy,,GRS,LIRS,11.0719,42.759701,17,1564,1,E,Europe/Rome,airport,OurAirports,,"Grosseto Air Base (GRS), Italy"
Groton New London Airport,Groton CT,United States,,GON,KGON,-72.04509735107422,41.330101013183594,9,4270,-5,A,America/New_York,airport,OurAirports,user,"Groton CT-Groton New Londo. (GON), United States"
Grove City Airport,Grove City,United States,,29D,,-80.16775,41.1460278,1371,8533,-5,A,America/New_York,airport,User,user,"Grove City Airport (29D), United States"
Grozny,Grozny,Russia,,GRV,,45.415,43.231,548,14888,4,E,,,,user,"Grozny (GRV), Russia"
Grundarfjörður Airport,Grundarfjordur,Iceland,,GUU,BIGF,-23.224700927734375,64.99140167236328,17,13079,0,U,,airport,OurAirports,user,"Grundarfjordur-Grundarfjörður. (GUU), Iceland"
Gu-Lian Airport,Mohe County,China,,OHE,ZYMH,122.43,52.912777777799995,1836,6943,8,U,Asia/Shanghai,airport,OurAirports,user,"Mohe County-Gu-Lian Airport (OHE), China"
Guajará-Mirim Airport,Guajara-mirim,Brazil,,GJM,SBGM,-65.28479766845703,-10.786399841308594,478,2561,-4,S,America/Boa_Vista,airport,OurAirports,,"Guajara-mirim-Guajará-Mirim Airp. (GJM), Brazil"
Gualeguaychu Airport,Gualeguaychu,Argentina,,GHU,SAAG,-58.6131,-33.0103,75,2437,-3,N,America/Cordoba,airport,OurAirports,,"Gualeguaychu Airport (GHU), Argentina"
Guanambi Airport,Guanambi,Brazil,,GNM,SNGI,-42.74610137939453,-14.208200454711914,1815,7407,-3,S,America/Fortaleza,airport,OurAirports,user,"Guanambi Airport (GNM), Brazil"
Guanare Airport,Guanare,Venezuela,,GUQ,SVGU,-69.7551498413086,9.026944160461426,606,2841,-4,U,America/Caracas,airport,OurAirports,,"Guanare Airport (GUQ), Venezuela"
Guangyuan Airport,Guangyuan,China,,GYS,ZUGU,105.7020034790039,32.3911018371582,0,6398,8,U,Asia/Shanghai,airport,OurAirports,user,"Guangyuan Airport (GYS), China"
Guangzhou Baiyun International Airport,Guangzhou,China,,CAN,ZGGG,113.29900360107422,23.39240074157715,50,3370,8,U,Asia/Shanghai,airport,OurAirports,,"Guangzhou Baiyun International Air. (CAN), China"
Guangzhou MR Air Base,Guanghua,China,,LHK,ZHGH,111.69499969482422,32.389400482177734,0,12047,,,,airport,OurAirports,,"Guanghua-Guangzhou MR Air Base (LHK), China"
Guangzhou South Railway Station,Guangzhou,China,,GZS,,113.270631,22.990081,1,8399,8,U,Asia/Shanghai,station,User,user,"Guangzhou South Railway Station (GZS), China"
Guapiles Airport,Guapiles,Costa Rica,,GPL,MRGP,-83.79699707030001,10.2172002792,883,1880,-6,U,America/Costa_Rica,airport,OurAirports,,"Guapiles Airport (GPL), Costa Rica"
Guarani International Airport,Ciudad del Este,Paraguay,,AGT,SGES,-54.842682,-25.454516,846,4305,-4,S,America/Asuncion,airport,OurAirports,user,"Ciudad del Este-Guarani Interna. (AGT), Paraguay"
Guarapari Airport,Guarapari,Brazil,,GUZ,SNGA,-40.491901397700005,-20.646499633800005,28,10544,-3,S,,airport,OurAirports,user,"Guarapari Airport (GUZ), Brazil"
Guararapes - Gilberto Freyre International Airport,Recife,Brazil,,REC,SBRF,-34.92359924316406,-8.126489639282227,33,2610,-3,S,America/Fortaleza,airport,OurAirports,,"Recife-Guararapes - Gilberto Frey. (REC), Brazil"
Guaratinguetá Airport,Guaratingueta,Brazil,,GUJ,SBGW,-45.20479965209961,-22.79159927368164,1761,2565,-3,S,America/Sao_Paulo,airport,OurAirports,,"Guaratingueta-Guaratinguetá Airp. (GUJ), Brazil"
Guardiamarina Zañartu Airport,Puerto Williams,Chile,,WPU,SCGZ,-67.62629699707031,-54.93109893798828,88,2655,-4,S,America/Santiago,airport,OurAirports,,"Puerto Williams-Guardiamarina Zañ. (WPU), Chile"
Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,,GRU,SBGR,-46.47305679321289,-23.435556411743164,2459,2564,-3,S,America/Sao_Paulo,airport,OurAirports,,"Sao Paulo-Guarulhos - Governador. (GRU), Brazil"
Guasdalito Airport,Guasdualito,Venezuela,,GDO,SVGD,-70.80000305175781,7.233333110809326,426,2839,-4,U,America/Caracas,airport,OurAirports,,"Guasdualito-Guasdalito Airport (GDO), Venezuela"
Gudvangen,Gudvangen,Norway,,GUD,,6.819719,60.884002,6,10189,1,E,,unknown,User,user,"Gudvangen (GUD), Norway"
Guemar Airport,Guemar,Algeria,,ELU,DAUO,6.77679014206,33.5113983154,203,5555,1,N,Africa/Algiers,airport,OurAirports,user,"Guemar Airport (ELU), Algeria"
Guernsey Airport,Guernsey,Guernsey,,GCI,EGJB,-2.6019699573516846,49.435001373291016,336,498,0,E,Europe/Guernsey,airport,OurAirports,,"Guernsey Airport (GCI), Guernsey"
Guerrero Negro Airport,Guerrero Negro,Mexico,,GUB,MMGR,-114.024002,28.0261,59,5836,-8,S,America/Tijuana,airport,OurAirports,user,"Guerrero Negro Airport (GUB), Mexico"
Guilin Liangjiang International Airport,Guilin,China,,KWL,ZGKL,110.03900146484375,25.21809959411621,570,3372,8,U,Asia/Shanghai,airport,OurAirports,,"Guilin Liangjiang International Ai. (KWL), China"
Guillermo León Valencia Airport,Popayan,Colombia,,PPN,SKPP,-76.6093,2.4544,5687,2741,-5,U,America/Bogota,airport,OurAirports,,"Popayan-Guillermo León Valenci. (PPN), Colombia"
Guiria Airport,Guiria,Venezuela,,GUI,SVGI,-62.3126678467,10.574077606200001,42,2840,-4,U,America/Caracas,airport,OurAirports,,"Guiria Airport (GUI), Venezuela"
Gulfport Biloxi International Airport,Gulfport,United States,,GPT,KGPT,-89.07009887695312,30.40730094909668,28,4038,-6,A,America/Chicago,airport,OurAirports,user,"Gulfport Biloxi Internatio. (GPT), United States"
